lyrics,Singer,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,Song name,speechiness,tempo,track_href,valence
,Armaan Malik,0.533,0.338,0.459,0pWcUM0z72DhTW7j0fa0QM,1.33e-05,2,0.22,-8.827,1,Besabriyaan,0.027,81.203,https://api.spotify.com/v1/tracks/0pWcUM0z72DhTW7j0fa0QM,0.32
"दबी-दबी सी हँसी होठों पे फ़ँसी है
गुदगुदी कर रही हवा
हो, हल्ला मचा रही हैं पागल सी ख़ाहिशें
ख़ुशियों की मिली है वजह

कुछ है जुनून सा, कुछ पागलपन है
१०० बातें करता ये बुद्धू सा मन है
कुछ है जुनून सा, कुछ पागलपन है
१०० बातें करता ये बुद्धू सा मन है

...",Armaan Malik,0.193,0.644,0.87,1dxbiVeiV7nQ2V9qXnhJiB,0.0,10,0.549,-4.816,1,Buddhu Sa Mann,0.0394,125.998,https://api.spotify.com/v1/tracks/1dxbiVeiV7nQ2V9qXnhJiB,0.702
"Worlds apart
You're standing in front of me
But you're so far
It's getting hard (yeah)
To think of the reasons
We stay in the dark

Would it be for the better
If we both just surrender
And let it go? (Let it go)
Being with each other
Is breaking our hearts

Tell me what we're fighting for
And is it really worth the battles?
We've been going back and forth
Like an echo, echo, echo, echo

I hurt you then you hold me close
We get off on the highs and lows
We've been going back and forth
Like an echo, echo, echo, echo

...",Armaan Malik,0.0932,0.344,0.873,5sbkFKdxVQ2FgEjKMvrHAL,0.0,10,0.153,-3.387,1,Echo (with KSHMR),0.221,170.041,https://api.spotify.com/v1/tracks/5sbkFKdxVQ2FgEjKMvrHAL,0.307
"ना जिया ज़िंदगी एक पल भी
तुझसे होके जुदा, सुन ज़रा
बिन तेरे मुझसे नाराज़ था दिल
तू मिला है तो है कह रहा

मैं तो तेरे रंग में रंग चुका हूँ
बस तेरा बन चुका हूँ
मेरा मुझमें कुछ नहीं, सब तेरा

मैं तो तेरे ढंग में ढल चुकी हूँ
बस तेरी बन चुकी हूँ
मेरा मुझमें कुछ नहीं, सब तेरा
सब तेरा, सब तेरा, सब तेरा
...",Armaan Malik,0.643,0.505,0.642,5uUEytfFSWfTzu5EqZxQju,0.0,7,0.151,-5.864,1,Sab Tera,0.0339,159.775,https://api.spotify.com/v1/tracks/5uUEytfFSWfTzu5EqZxQju,0.427
"ਮੈਂ ਤਾਂ ਤੇਰੇ ਨਾਲ ਹੀ ਰਹਿਣਾ ਜੀ (ओ, ज़ालिमा)
ਹਰ ਗਮ ਸੰਗ ਤੇਰੇ ਸਹਿਣਾ ਜੀ (ਆਜਾ ਚਲ ਮੇਰੇ ਨਾਲ)
ਮੈਂ ਤਾਂ ਤੇਰੇ ਨਾਲ ਹੀ ਰਹਿਣਾ-
ਹਰ ਗਮ ਸੰਗ ਤੇਰੇ ਸਹਿਣਾ-
क्या कहना उसका, آفریں

आज से तेरी सारी गलियाँ मेरी हो गई
तू रात दीवानी, मैं ज़र्द सितारा

काफ़िराना
ओ, ज़ालिमा

दिल से सुन, पिया, ये दिल की दास्ताँ
जो लफ़्ज़ों में नहीं हो बयाँ
दिल से सुन, पिया, ये दिल की दास्ताँ
जो लफ़्ज़ों में नहीं हो बयाँ

...",Armaan Malik,0.271,0.707,0.727,0qPLlSlMNQgI3z6wykpL8R,9.45e-06,7,0.26,-4.151,1,Valentine Mashup 2019 - DJ Notorious & Lijo George,0.0304,95.987,https://api.spotify.com/v1/tracks/0qPLlSlMNQgI3z6wykpL8R,0.5
"నిన్నిలా నిన్నిలా చూశానే
కళ్ళలో కళ్ళలో దాచానే
రెప్పలే వెయ్యనంతగా కనులపండగే
నిన్నిలా నిన్నిలా చూశానే
అడుగులే తడబడే నీవల్లే
గుండెలో వినపడిందిగా ప్రేమచప్పుడే

నిను చేరిపోయే నా ప్రాణం
కోరెనేమో నిన్నే ఈ హృదయం
...",Armaan Malik,0.505,0.699,0.467,2DDOQBKGmkv7bPoYF1bELz,2.5e-06,6,0.152,-6.363,1,Ninnila,0.0298,128.989,https://api.spotify.com/v1/tracks/2DDOQBKGmkv7bPoYF1bELz,0.277
"It's been two months now without you
And the phones getting old
For me to know how you are
It's been so long since I've seen you
Lookin' at you through a screen
It all just feels too far

I wish I could see you now, have you around
'Cause time just walks, it doesn't fly
Baby, I
I've been going round and round in circles now
Without you I'm losing my mind
Losing my mind

...",Armaan Malik,0.219,0.725,0.448,3MsTJ3uwQAWBAHkh0qQ4Rq,8.63e-06,2,0.121,-8.761,1,next 2 me,0.0828,95.967,https://api.spotify.com/v1/tracks/3MsTJ3uwQAWBAHkh0qQ4Rq,0.502
"Cheekatilaanti pagati poota,
Katthullaanti poola thota,
Jarigindokka vintha veta,
Puli pai padina ledi katha vintaaraa,

Jaabili raani raathirantha,
Jaale leni pilla venta,
Alikidi leni allaranta,
Gundelloki dhoori adi chusthaaraa,

Evaru leruuu...
Saayam evaru raaaruu,
Chuttuu evaru leruuu,
Saayam evaru raaaruu,
Napai nene prakatisthunaa idemi poru,

Anaganaganaga...
Aravindata thana peru,
Andaniki sonthuruu,
Andukane aa pogaruuuuu...

Arerarererere...
Atu chusthe kuraalluu,
Asalemaipothaaru,
Anyayam kada idi,
...",Armaan Malik,0.65,0.666,0.85,47BZ5zznG2jzc2hjsEbvxH,0.0897,1,0.0889,-5.909,1,Anaganaganaga,0.0312,105.022,https://api.spotify.com/v1/tracks/47BZ5zznG2jzc2hjsEbvxH,0.744
"तेरे मेरे दरमियाँ हैं बातें अनकही
तू वहाँ हैं मैं यहाँ क्यूँ साथ हम नहीं
तेरे मेरे दरमियाँ हैं बातें अनकही
तू वहाँ हैं मैं यहाँ क्यूँ साथ हम नहीं

फैसले जो किये
फासले ही मिले
राहें जुदा क्यूँ हो गयी
न तू ग़लत, न मैं सही

ले जा मुझे साथ तेरे
मुझको न रहना साथ मेरे
ले जा मुझे साथ तेरे
मुझको न रहना साथ मेरे
ले जा मुझे
ले जा मुझे

थोड़ी सी दूरियाँ हैं, थोड़ी मजबूरियाँ हैं
लेकिन हैं जानता मेरा दिल
हो... इक दिन तो आएगा
...",Armaan Malik,0.154,0.373,0.672,4lBO4Q7Pa816Mk3ptYcYUz,4.28e-05,4,0.321,-5.797,1,"Tere Mere (From ""Chef"")",0.0326,84.503,https://api.spotify.com/v1/tracks/4lBO4Q7Pa816Mk3ptYcYUz,0.47
"Naina nu pata hai
Naina di khata hai
Saanu kis gal di phir
Mildi sazaa hai

Neend ud jaave, chain chhad jaave
Ishq di faqeeri jad lag jaave
Neend ud jaave, chain chhad jaave
Ishq di faqeeri jad lag jaave

Ae mann karda ae thagi thoriya
Ae mann karda ae seena zoriyan
Aine sikh laiyan dil diyan choriyan
Ae mann diyan ne kamzoriyan

...",Armaan Malik,0.638,0.495,0.556,3SHopOL3KEJ8PFl3vJdfmF,0.0,3,0.123,-7.49,1,Naina,0.041,159.996,https://api.spotify.com/v1/tracks/3SHopOL3KEJ8PFl3vJdfmF,0.366
"खोली है खिड़की मैंने इस नाज़ुक से दिल की
जागे हैं देखो फिर से ख़ाब १०००
बनके लहर तू आई, रूह से यूँ टकराई
सदियों से था इस पल के लिए बेक़रार

क्या किया है तूने?
क्या किया है तूने?
क्या किया है तूने, मेरे यार?

जो जीने लगा हूँ फिर से
खोने लगा हूँ ख़ुद से
...",Armaan Malik,0.708,0.315,0.53,4t2AgK3DMkTfW5WG64hAZy,1.12e-05,5,0.11,-7.683,1,Kya Kiya Hain Tune,0.0362,148.95,https://api.spotify.com/v1/tracks/4t2AgK3DMkTfW5WG64hAZy,0.312
"तेरे-मेरे दरमियाँ हैं, बातें अनकही
तू वहाँ है, मैं यहाँ, क्यूँ साथ हम नहीं?

फ़ैसले जो किए, फ़ासले ही मिले
राहें जुदा क्यूँ हो गईं?
ना तू ग़लत, ना मैं सही

ले जा मुझे साथ तेरे
मुझको ना रहना साथ मेरे
ले जा मुझे साथ तेरे
मुझको ना रहना साथ मेरे
...",Armaan Malik,0.855,0.491,0.31,35LIE9T9PFA0ip1R2zPNRr,0.0,4,0.115,-11.984,1,Tere Mere Reprise,0.0284,80.037,https://api.spotify.com/v1/tracks/35LIE9T9PFA0ip1R2zPNRr,0.261
"तेरी निगाहों के, तेरी ही राहों के
करीब से गई ज़िंदगी
तुझे क्यों देखा ना?
तुझे क्यों जाना ना?

शिकायतें करूँ या नहीं
थमी हैं ये साँसे, भरी हैं ये आँखे
सहूँ कैसे अब ये फासला?

...",Armaan Malik,0.534,0.54,0.418,2ojjyFUmdKflMhKHOgZ1hO,0.000151,4,0.121,-10.32,1,Bin Tere - Jammin',0.0335,147.609,https://api.spotify.com/v1/tracks/2ojjyFUmdKflMhKHOgZ1hO,0.366
"चाहतों का मज़ा फ़ासलों में नहीं
आ, छुपा लूँ तुम्हें हौसलों में कहीं
सबसे ऊपर लिखा है तेरे नाम को
ख़ाहिशों से जुड़े सिलसिलों में कहीं

तेरी लगन में सब है गँवाया
इस तरह से मुझको जीना आया
तेरी हँसी, मेरी खुशी, मेरी खुशी तू ही

तुम जो आए, ज़िंदगी में बात बन गई
इश्क़ मज़हब, इश्क़ मेरी ज़ात बन गई

सपने तेरी चाहतों के...
सपने तेरी चाहतों के देखती हूँ अब कई
...",Armaan Malik,0.488,0.254,0.573,66ieknOlStwBOyTvOqwjqW,0.0,1,0.127,-6.772,1,Tose Naina-Tum Jo Aaye,0.0374,78.931,https://api.spotify.com/v1/tracks/66ieknOlStwBOyTvOqwjqW,0.132
"तेरे बिना हम जी ना सकेंगे, ऐसी कोई बात नहीं है
तेरी खुशी में ना मेरी खुशी हो, ऐसे भी तो हालात नहीं हैं

क्यूँ फिर भी याद जो आए तेरी
दिल पूछता; ""ये क्यूँ हुआ है?""

कभी जो फिर मिलें तो इतना तू देना बता
...",Armaan Malik,0.204,0.459,0.355,07BjpBXWJVja3IvvK96SCZ,3.44e-06,4,0.122,-9.798,1,Kyun Judaa,0.0273,143.957,https://api.spotify.com/v1/tracks/07BjpBXWJVja3IvvK96SCZ,0.189
"ज़रा सा झूम लूँ मैं (अरे, ना रे, ना रे, ना)
ज़रा सा घूम लूँ मैं (अरे, ना रे, ना रे, ना)
आ तुझे चूम लूँ मैं (अरे, ना रे, ना बाबा, ना)
मैं चली बनके हवा (रब्बा मेरे, ਮੈਨੂੰ बचा)

ज़रा सा झूम लूँ मैं (अरे, ना रे, ना रे, ना)
ज़रा सा घूम लूँ मैं (अरे, ना रे, ना रे, ना)
आ तुझे चूम लूँ मैं (अरे, ना रे, ना बाबा, ना)
मैं चली बनके हवा (रब्बा मेरे, ਮੈਨੂੰ बचा)

मौसम ये बेईमाँ
मस्ती का ये समाँ
रोको, ओ, लोगों ज़मीं पे
गिरने लगा आसमाँ

ठुमक-ठुमक के झूलूँगी
मैं उड़के गगन को छू लूँगी
...",Asha Bhosle,0.681,0.606,0.552,0trgRUeHWSFHZ0W1640dwA,6.87e-05,0,0.191,-12.537,0,Zara Sa Jhoom Loon Main,0.0764,130.653,https://api.spotify.com/v1/tracks/0trgRUeHWSFHZ0W1640dwA,0.865
"किसी नज़र को तेरा इंतज़ार आज भी है
किसी नज़र को तेरा इंतज़ार आज भी है
कहाँ हो तुम के ये दिल बेक़रार आज भी है
हो-हो, किसी नज़र को तेरा इंतज़ार आज भी है

वो वादियाँ, वो फज़ाएँ के हम मिले थे जहाँ
वो वादियाँ, वो फज़ाएँ के हम मिले थे जहाँ
मेरी वफ़ा का वही पर मज़ार आज भी है

हो-हो, किसी नज़र को तेरा इंतज़ार आज भी है

ना जाने देख के क्यूँ उनको ये हुआ एहसास
ना जाने देख के क्यूँ उनको ये हुआ एहसास
...",Asha Bhosle,0.811,0.463,0.523,04Erz9shwLnOL55apcDEAG,0.0,10,0.0992,-8.359,0,Kisi Nazar Ko Tera Intezar,0.0324,93.051,https://api.spotify.com/v1/tracks/04Erz9shwLnOL55apcDEAG,0.5
"क्या देखते हो?
क्या देखते हो?
सूरत तुम्हारी
क्या चाहते हो?
चाहत तुम्हारी
ना हम जो कह दें?
कह न सकोगी
लगती नहीं ठीक नीयत तुम्हारी

क्या देखते हो?
सूरत तुम्हारी
क्या चाहते हो?
चाहत तुम्हारी
ना हम जो कह दें?
कह न सकोगी
लगती नहीं ठीक नीयत तुम्हारी

क्या देखते हो?
...",Asha Bhosle,0.824,0.354,0.487,2DVbXBwctoSZ8IMX6JilBe,0.000238,4,0.163,-5.959,0,"Kya Dekhte Ho - From ""Qurbani""",0.0291,145.047,https://api.spotify.com/v1/tracks/2DVbXBwctoSZ8IMX6JilBe,0.532
"पता है, Shekhar, इंसान को तकलीफ़ कब होती है?
जब वो कोई सपना देखता है और वो पूरा नहीं होता
इस लिए मैंने सोच लिया है कि आज के बाद
कोई सपना ही नहीं देखूँगी

बस, हार गई?
अपनी आँखें बंद करो, Sanjana
बंद आँखों से इंसान सिर्फ़ सपना ही नहीं
कभी-कभी उस हक़ीक़त को भी देख लेता है
जिसे खुली आँखें कभी नहीं देख पाती
आँखें बंद करो, Sanjana

अजनबी, मुझको इतना बता
दिल मेरा क्यूँ परेशान है?
देख के तुझको ऐसा लगे
जैसे बरसों की पहचान है

कितनी भोली है तू, कितनी नादान है
दिल की बातों से अनजान है

अजनबी, मुझको इतना बता
दिल मेरा क्यूँ परेशान है?
देख के तुझको ऐसा लगे
जैसे बरसों की पहचान है
...",Asha Bhosle,0.768,0.535,0.727,6ttvgWnBAt72SIojbcnlKn,3.86e-05,5,0.0713,-4.532,0,Ajnabi Mujhko Itna Bata,0.0442,98.23,https://api.spotify.com/v1/tracks/6ttvgWnBAt72SIojbcnlKn,0.621
"நீ பார்த்த பார்வைக்கொரு நன்றி

நமைச் சேர்த்த இரவுக்கொரு நன்றி
அயராத இளமை சொல்லும் நன்றி நன்றி
அகலாத நினைவு சொல்லும் நன்றி நன்றி

நான் என்ற சொல் இனி வேண்டாம்
நீ என்பதே இனி நான் தான்
...",Asha Bhosle,0.783,0.402,0.215,2Hf0Puh1w4HvTae2HSw6Hu,0.0185,0,0.103,-12.825,0,Nee Partha,0.0306,109.775,https://api.spotify.com/v1/tracks/2Hf0Puh1w4HvTae2HSw6Hu,0.167
"दिल्लगी ने दी हवा, थोड़ा सा धुआँ उठा
और आग जल गई
तेरी-मेरी दोस्ती, प्यार में बदल गई
तेरी-मेरी दोस्ती,तेरी-मेरी दोस्ती, प्यार में बदल गई
दिल्लगी ने दी हवा, थोड़ा सा धुआँ उठा
और आग जल गई
तेरी-मेरी दोस्ती, प्यार में बदल गई
तेरी-मेरी दोस्ती,तेरी-मेरी दोस्ती, प्यार में बदल गई
दिल्लगी ने दी हवा, थोड़ा सा धुआँ उठा
और आग जल गई

पहले-पहले कम मिले, फिर तो ख़ूब हम मिले
एक मुलाक़ात में, हँस के बात-बात में
जाने तूने क्या कहा, जाने मैंने क्या सुना
जाने तूने क्या कहा, जाने मैंने क्या सुना
...",Asha Bhosle,0.709,0.442,0.703,4kpyNMvKPLD1mbCxbH8n8d,1.52e-06,10,0.18,-6.542,0,Dillagi Ne Di Hawa - From Dostana,0.0545,86.275,https://api.spotify.com/v1/tracks/4kpyNMvKPLD1mbCxbH8n8d,0.586
"किताबें बहुत सी पढ़ी होंगी तुमने
मगर कोई चेहरा भी तुमने पढ़ा है?
पढ़ा है, मेरी जाँ, नज़र से पढ़ा है
बता मेरे चेहरे पे क्या-क्या लिखा है

किताबें बहुत सी पढ़ी होंगी तुमने
मगर कोई चेहरा भी तुमने पढ़ा है?
पढ़ा है, मेरी जाँ, नज़र से पढ़ा है
बता मेरे चेहरे पे क्या-क्या लिखा है

उमंगें लिखी हैं, जवानी लिखी है
तेरे दिल की सारी कहानी लिखी है
हो, उमंगें लिखी हैं, जवानी लिखी है
...",Asha Bhosle,0.423,0.619,0.721,6boYaYafMoyPZAw8VMasNm,8.56e-05,2,0.0587,-7.53,0,"Kitaben Bahut Si (From ""Baazigar"")",0.0696,97.32,https://api.spotify.com/v1/tracks/6boYaYafMoyPZAw8VMasNm,0.808
"दुक्की पे दुक्की हो या सत्ते पे सत्ता
दुक्की पे दुक्की हो या सत्ते पे सत्ता
गौर से देखा जाए तो बस है पत्ते पे पत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
दुक्की पे दुक्की हो या सत्ते पे सत्ता
दुक्की पे दुक्की हो या सत्ते पे सत्ता
गौर से देखा जाए तो बस है पत्ते पे पत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
तू मेरे दिल का राजा है
या तेरे दिल की मैं रानी
तू मेरे दिल का राजा है
या तेरे दिल की मैं रानी
तू मेरी बाँहो मे या
मैं तेरी बाँहो मे हू
प्यार तो होगा जानी
बनेगी वही कहानी
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
कोई फ़र्क नही अलबत्ता
...",Asha Bhosle,0.651,0.688,0.78,4rJn0Bgx9w9Z1chKR3MHpn,0.0,3,0.148,-7.717,0,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,0.132,121.689,https://api.spotify.com/v1/tracks/4rJn0Bgx9w9Z1chKR3MHpn,0.907
"मार गई मुझे तेरी जुदाई, डस गई ये तन्हाई
तेरी याद जो आई फिर आँखों में नींद नहीं आई
मार गई मुझे तेरी जुदाई, डस गई ये तन्हाई
तेरी याद जो आई फिर आँखों में नींद नहीं आई

मार गई मुझे तेरी जुदाई, डस गई ये तन्हाई
तेरी याद जो आई फिर आँखों में नींद नहीं आई

लाज का घूँघट, चुप के ताले...
लाज का घूँघट, चुप के ताले मैंने आख़िर तोड़ ही डाले
...",Asha Bhosle,0.624,0.526,0.797,0D78yIXerrhTPpJEMO9mRs,2.78e-05,8,0.212,-7.604,0,"Maar Gayi Mujhe Teree Judaai - From ""Judaai""",0.0772,121.984,https://api.spotify.com/v1/tracks/0D78yIXerrhTPpJEMO9mRs,0.684
"सपने में मिलती है
ओ कुड़ी मेरी सपने में मिलती है

(सपने में मिलती है)
(ओ कुड़ी मेरी सपने में मिलती है)
सारा दिन घुँघटे में बंद पुड़ियासी, ओए...
सारा दिन घुँघटे में बंद पुड़ियासी
अँखियों में खुलती है

सपने में मिलता है
ओ मुंड़ा मेरा सपने में मिलता है

(सपने में मिलता है)
(ओ मुंड़ा मेरा सपने में मिलता है)
सारा दिन सड़कों पे खाली रिक्शे सा, हाए
सारा दिन सड़कों पे खाली रिक्शे सा
पीछे-पीछे चलता है

ओए होए, कोरी है, करारी है
भून के उतारी है
(कोरी है, करारी है, भून के उतारी है)
कभी-कभी मिलती है हो कुड़ी मेरी
हो कुड़ी मेरी
(ओ कुड़ी मेरी)

वे ऊँचा-लम्बा कद है
...",Asha Bhosle,0.274,0.707,0.716,0CFIkzVgJRzcPb1Ni1nzvi,0.0,8,0.586,-9.813,0,Sapne Mein,0.292,173.967,https://api.spotify.com/v1/tracks/0CFIkzVgJRzcPb1Ni1nzvi,0.819
"देखा तेरी मस्त निगाहों में
नशा है, अदा है, मोहब्बत है
हो, आजा, तुझे बाँहों में ले लूँ मैं
रूप ये ग़ज़ब है, क़यामत है

धड़कनें तेज हो जाने दो
प्यार में होश खो जाने दो

देखा तेरी मस्त निगाहों में
नशा है, अदा है, मोहब्बत है
देखा तेरी मस्त निगाहों में

ये हुस्न और ये मस्तियाँ
छाने लगी हैं मदहोशियाँ
उफ़, दो दिलों के साज़ पर
गाने लगी हैं ख़ामोशियाँ

अपनी ज़ुल्फ़ों की ख़ुशबू उड़ा
और मुझ को दीवाना बना
...",Asha Bhosle,0.683,0.427,0.487,2wABF5mVSKA2F16EHZCHfy,0.0007,9,0.257,-10.641,0,"Dekha Teri Mast Nigahon Mein (From ""Khiladi"")",0.0367,86.89,https://api.spotify.com/v1/tracks/2wABF5mVSKA2F16EHZCHfy,0.323
"Main ek-, aur ek director ke saath
Kaam kaafii kar chukaa hoon, jaise Nasir Hussain
Vo bhee aisa karte the ki gaana banane ke time mein
Mere saath vo shot division karte the
Kabhi-kabhi vo kya karte the ki tum gaana banaao
Main shot division karunga

Lekin kabhi-kabhi muje bolte the
Ki pehle shot division karke detaa hoon
Phir pooraa shot division bataate the
Aur us shot division se gaana nikalataa tha

Churaa liya hai tum ne jo dil ko
Nazar nahin churaanaa, sanam
Badal ke meri tum zindgaani
Kaheen badal naa jaanaa, sanam

Ho, le liya dil, o, haay, mera dil
Haay, dil lekar mujh ko naa bahlaana

Churaa liya hai tum ne jo dil ko
...",Asha Bhosle,0.943,0.392,0.267,4G7mYDYTIOKFvQ12HSRwNE,0.00147,9,0.111,-12.276,0,Chura Liya Hai Tumne Jo Dil Ko With Dialogues,0.037,81.733,https://api.spotify.com/v1/tracks/4G7mYDYTIOKFvQ12HSRwNE,0.598
"रोज़-रोज़ आँखों तले...
रोज़-रोज़ आँखों तले...
ला-ला-ला, ला-ला-ला
ला-ला-ला, ला-ला-ला-ला

रोज़-रोज़ आँखों तले एक ही सपना चले
रात-भर काजल जले
आँख में जिस तरह ख़ाब का दीया जले

हो, रोज़-रोज़ आँखों तले एक ही सपना चले
रात-भर काजल जले
आँख में जिस तरह ख़ाब का दीया जले
हो, रोज़-रोज़ आँखों तले...

जब से तुम्हारी नाम की मिसरी होंठ लगाई है
मीठा सा ग़म है और मीठी सी तनहाई है

जब से तुम्हारी नाम की मिसरी होंठ लगायी है
...",Asha Bhosle,0.88,0.467,0.451,0Zi7sEsBzNZXPb39JzurlN,0.00028,0,0.187,-8.15,0,Roj Roj Aankhon Tale,0.0287,86.036,https://api.spotify.com/v1/tracks/0Zi7sEsBzNZXPb39JzurlN,0.351
"Imtihaan ho gayi intazaar kee
Aayee naa kuch khabar mere yaar kee
Ye hamein hai yaqeen, bewafa vo nahin
Phir vajah kya huee intazaar kee?

Imtihaan ho gayi intazaar kee
Aayee naa kuch khabar mere yaar kee
Ye hamein hai yaqeen, bewafa vo nahin
Phir vajah kya huee intazaar kee?

Baath jo hai usmein, baath vo yahaan kaheen nahin kisi mein
Vo hai meri, bas hai meri shor hai yahi gali-gali mein
Saath-saath vo hai mere gam mein, mere dil kee har khushee mein
Zindagi mein vo nahin to, kuch nahin hai meri zindagi mein

...",Asha Bhosle,0.852,0.409,0.591,61OuMhMwq1ukmfrOnrrQGV,0.000575,4,0.66,-7.035,0,Intaha Ho Gai Intezar Ki,0.0624,138.606,https://api.spotify.com/v1/tracks/61OuMhMwq1ukmfrOnrrQGV,0.378
"ज़रा सा झूम लूँ मैं (अरे, ना रे, ना रे, ना)
ज़रा सा घूम लूँ मैं (अरे, ना रे, ना रे, ना)
आ तुझे चूम लूँ मैं (अरे, ना रे, ना बाबा, ना)
मैं चली बनके हवा (रब्बा मेरे, ਮੈਨੂੰ बचा)

ज़रा सा झूम लूँ मैं (अरे, ना रे, ना रे, ना)
ज़रा सा घूम लूँ मैं (अरे, ना रे, ना रे, ना)
आ तुझे चूम लूँ मैं (अरे, ना रे, ना बाबा, ना)
मैं चली बनके हवा (रब्बा मेरे, ਮੈਨੂੰ बचा)

मौसम ये बेईमाँ
मस्ती का ये समाँ
रोको, ओ, लोगों ज़मीं पे
गिरने लगा आसमाँ

ठुमक-ठुमक के झूलूँगी
मैं उड़के गगन को छू लूँगी
...",Asha Bhosle,0.681,0.606,0.552,0trgRUeHWSFHZ0W1640dwA,6.87e-05,0,0.191,-12.537,0,Zara Sa Jhoom Loon Main,0.0764,130.653,https://api.spotify.com/v1/tracks/0trgRUeHWSFHZ0W1640dwA,0.865
"ला लाला ला
री रारा ला ला ला

ये मेरा दिल यार का दीवाना

दीवाना दीवाना प्यार का परवाना

आता है मुझको प्यार मे जल जाना
मुश्किल है प्यारे तेरा बचके जाना

ये मेरा दिल यार का दीवाना

ये मेरा दिल यार का दीवाना
...",Asha Bhosle,0.83,0.496,0.476,4vJIdH3pjMCnFOiEEpWpB3,0.0183,7,0.332,-11.248,0,Yeh Mera Dil Yaar Ka Diwana,0.0625,141.468,https://api.spotify.com/v1/tracks/4vJIdH3pjMCnFOiEEpWpB3,0.521
"Hi handsome

Yahaan baith sakati hoon?
Maaf kijiega

Hi prince
Akele ho? shaadi nahin kee?
Pyaar bhee nahin? Hahahaha
Inhone abhee tak pyaar bhee nahin kiya

Karle pyaar karle ki din hai yahi
Par choree se, koyi dekhe naa kaheen
Karle pyaar karle ki din hai yahi
Ho, par choree se, koyi dekhe naa kaheen

Are, pagale
Nazar milaa, jahaan milee, tuje koyi haseen

...",Asha Bhosle,0.948,0.591,0.57,4lgXIp7PllY9x4GxtENbOJ,0.253,9,0.256,-4.802,0,Karle Pyar,0.146,101.165,https://api.spotify.com/v1/tracks/4lgXIp7PllY9x4GxtENbOJ,0.839
"Piya tu ab to aaja
Hey. hey. hey. hey.
Monika...
Woh aa gaya, dekho
Dekho woh aa gaya
Ha aa ha aa ha aa
Monika! Monika!

Piya tu ab to aaja
Shola sa man dehke aake bujha ja
Tann ki jwaala thandi ho jaaye
Aise gale laga ja
Ah ha haha, ah ha haha
Ah ha haha, ah ha haha
Monika. oh my darling...
...",Asha Bhosle,0.783,0.436,0.68,3BQj6QSXAjRAs2Ooi8QSzX,0.0067,4,0.169,-8.045,0,"Piya Tu Ab To Aaja (From ""Caravan"")",0.0614,124.178,https://api.spotify.com/v1/tracks/3BQj6QSXAjRAs2Ooi8QSzX,0.414
"Tanha tanha yahan pe jeena
ye koi baat hai
koi saathi nahin tera yahaan tho
ye koi baat hai
kisi ko pyaar dede
kisi ka pyaar lele
is saare zamaane mein yehi
pyaari baat hai

tanha tanha...

kisika tho sapna ho
aankhon mein teri
...",Asha Bhosle,0.0618,0.609,0.896,1GoRZRnNkaLGGQn0gqKP6H,0.00944,6,0.0446,-6.04,0,Tanha Tanha Yahan Pe Jeena,0.42,189.837,https://api.spotify.com/v1/tracks/1GoRZRnNkaLGGQn0gqKP6H,0.375
"ला-ला-ला-ला-ला-ला, ला-ला-ला-ला-ला-ला-ला
ला-ला-ला-ला-ला-ला-ला-ला-ला-ला

तू-तू है वही दिल ने जिसे अपना कहा
तू है जहाँ, मैं हूँ वहाँ
अब तो ये जीना तेरे बिन है सज़ा

हो, मिल जाएँ इस तरह, दो लहरें जिस तरह
हो, मिल जाएँ इस तरह, दो लहरें जिस तरह
फिर हों ना जुदा, हाँ, ये वादा रहा

मैं आवाज़ हूँ तो तू है गीत मेरा

मैं आवाज़ हूँ तो तू है गीत मेरा
जहाँ से निराला मनमीत मेरा

मिल जाएँ इस तरह, दो लहरें जिस तरह
हो, मिल जाएँ इस तरह, दो लहरें जिस तरह
...",Asha Bhosle,0.623,0.531,0.628,3imcaZrXc4NGR0crjX1cDC,0.00011,0,0.132,-7.218,1,Yeh Vaada Raha - Yeh Vaada Raha / Soundtrack Version,0.0415,72.431,https://api.spotify.com/v1/tracks/3imcaZrXc4NGR0crjX1cDC,0.642
