lyrics,Singer,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,Song name,speechiness,tempo,track_href,valence
"लड़की क्यूँ, ना जाने क्यूँ लड़कों सी नहीं होती

सोचती है ज़्यादा, कम वो समझती है
सोचती है ज़्यादा, कम वो समझती है
दिल कुछ कहता है, कुछ और ही करती है

लड़की क्यूँ, ना जाने क्यूँ लड़कों सी नहीं होती
लड़की क्यूँ, ना जाने क्यूँ लड़कों सी नहीं होती

सोचती है ज़्यादा, कम वो समझती है
दिल कुछ कहता है, कुछ और ही करती है

लड़की क्यूँ, ना जाने क्यूँ लड़कों सी नहीं होती
लड़की क्यूँ, ना जाने क्यूँ लड़कों सी नहीं होती

प्यार उसे भी है, मगर शुरूआत तुम्हीं से चाहे
ख़ुद में उलझी-उलझी है, पर बालों को सुलझाए

I mean, you're all the same, यार
हम अच्छे दोस्त हैं, पर उस नज़र से तुमको देखा नहीं
वो सब तो ठीक है, पर इस बारे में मैंने सोचा नहीं

""सब से अलग हो तुम,"" ये कह के पास तुम्हारे आए
और कुछ दिन में तुम में अलग सा कुछ भी ना उसको भाए

Uff, ये कैसी shirt पहनते हो? ये कैसे बाल कटाते हो?
गाड़ी तेज़ चलाते हो, तुम जल्दी में क्यूँ खाते हो?
Give me a break!

तुम्हें बदलने को पास वो आती है
तुम्हें मिटाने को जाल बिछाती है
...",Shaan,0.639,0.76,0.83,0U9a0NZ8UQpnix2lBElFAx,0.0,6,0.109,-6.868,0,Ladki Kyon,0.28,93.401,https://api.spotify.com/v1/tracks/0U9a0NZ8UQpnix2lBElFAx,0.907
"Sanjana, Sanjana
I'm sorry, मैंने आपको पहचाना नहीं
तेरे लबों पे इनकार है, मेरे लबों पे इक़रार है
हाँ, यही तो हैं सब निशानियाँ
हाँ, इसी का नाम तो प्यार है

...",Shaan,0.744,0.595,0.44,0FDZoZFwx3rirbf2f5Hf65,8.03e-06,9,0.167,-9.075,0,Tune Mujhe Pehchana Nahin,0.0308,99.93,https://api.spotify.com/v1/tracks/0FDZoZFwx3rirbf2f5Hf65,0.367
"इन आँसुओं से किस को क्या हुआ हासिल?
माना, कहना है आसान, निभाना है मुश्किल
फिर भी, ऐ यार मेरे, सुन ले मेरे इल्तिजा

भूल जा, जो हुआ उसे भूल जा
है क़सम तुझे, मुस्कुरा
ख़ुद को यूँ ना दे तू सज़ा
उन यादों को तू भूल जा

वो तो नहीं था तेरे वफ़ाओं के क़ाबिल
जाने क्या सोचकर तूने दे दिया अपना दिल
इस बार दिल का सौदा करना ना यूँ बेवजह

...",Shaan,0.0592,0.696,0.888,7pCE1BHlNVbvIuqUEOGAj5,0.000185,0,0.131,-2.285,0,Bhool Ja,0.0336,120.976,https://api.spotify.com/v1/tracks/7pCE1BHlNVbvIuqUEOGAj5,0.676
"Chanda mama so gaye sooraj chachu jage
Dekho pakdo yaaron, ghadi ke kaante bhage

Chanda mama so gaye sooraj chachu jage
Dekho pakdo yaaron, ghadi ke kaante bhage
Ek kahani khatam to dooji shuru ho gayi mamu
Subah ho gayi mamu, mamu, manu
Subah ho gayi mamu, mamu, re manu
Chanda mama so gaye sooraj chachu jage
Dekho pakdo yaaron, ghadi ke kaante bhage

Chanda mama so gaye sooraj chachu jage
...",Shaan,0.12,0.871,0.362,09e9vNgSdOspJasGIp6kLp,1.08e-06,11,0.305,-14.1,0,Subha Ho Gayi Mamu - Munnabhai MBBS / Soundtrack Version,0.0545,104.002,https://api.spotify.com/v1/tracks/09e9vNgSdOspJasGIp6kLp,0.456
,Shaan,0.347,0.529,0.458,7i7IZexNaAJzhzDV01dgmD,1.41e-06,7,0.124,-10.306,0,Gum Sum Ho Kyon?,0.0305,169.879,https://api.spotify.com/v1/tracks/7i7IZexNaAJzhzDV01dgmD,0.259
"मुरली की तानों सी, वेदों-पुराणों सी
...",Shaan,0.104,0.602,0.467,40gUlBzJSQdS9lxiJhlz4W,0.000349,7,0.137,-8.347,0,Murli Ki Taanon Si,0.031,116.014,https://api.spotify.com/v1/tracks/40gUlBzJSQdS9lxiJhlz4W,0.705
"చెలియా చెలియా చేజారి వెళ్ళకే
సఖియా సఖియా ఒంటరిని చెయ్యకే

నడిరేయి పగలు చూడక
సుడిగాలై వస్తా సూటిగా
ఎడబాటే బాటై రానా నీదాకా

పడిలేచే కెరటం తీరుగా
దిశలన్నీ దాటే హోరుగా
నిను తాకేదాకా ఆగదు నా కేక

చెలియా చెలియా చేజారి వెళ్ళకే
సఖియా సఖియా ఒంటరిని చెయ్యకే

నడిరేయి పగలు చూడక
సుడిగాలై వస్తా సూటిగా
...",Shaan,0.0768,0.859,0.793,3q7HtMwfN4rkEh98Or0Wsf,0.0,10,0.0677,-8.274,0,Cheliya Cheliya,0.159,102.968,https://api.spotify.com/v1/tracks/3q7HtMwfN4rkEh98Or0Wsf,0.422
"Jaadoo hai nasha hai madhoshiyaan
Tujko bhuulaa ke ab jaaon kahaan
Jaadoo hai nasha hai madhoshiyaan
Tujko bhuulaa ke ab jaaon kahaan
Shamaa tujko khinchati he
Apni ore aaja
Paravaane meri bahon mein aa
Jaadoo hai nasha hai madhoshiyaan
Tujko bhuulaa ke ab jaaon kahaan
Shamaa tujko khinchati he
Apni ore aaja
Paravaane meri bahon mein aa
Jaadoo hai nasha hai madhoshiyaan
Tujko bhuulaa ke ab jaaon kahaan
...",Shaan,0.18,0.706,0.395,1RprEDRSTkQN3UhSiQ0D5t,1.3e-05,0,0.0662,-16.042,0,Jaadu Hai Nasha,0.0514,95.009,https://api.spotify.com/v1/tracks/1RprEDRSTkQN3UhSiQ0D5t,0.378
"إن شاء الله، إن شاء الله
إن شاء الله، إن شاء الله

ਵਾਅਦਾ, ਵਾਅਦਾ ਹੈ
ਇਸ਼ਕ ਦਾ ਵਾਅਦਾ ਨਾ ਟੁੱਟਿਆ ਵੇ
إن شاء الله، إن شاء الله

ਓ, ਧਾਗਾ, ਧਾਗਾ ਹੈ
ਦਿਲ ਦਾ ਧਾਗਾ ਨਾ ਛੁੱਟਿਆ ਵੇ
إن شاء الله، الله هو الله، إن شاء الله

अब जिस्म-ओ-जाँ में, दिल के जहाँ में
है तेरा welcome, आ भी जा, आ-आ-आ-आ
ओ, बैरिया वे, ओ, बेलिया वे
हम ना जुदा हो, कर ये दुआ, हा-हा-हा

ਵਾਅਦਾ, ਵਾਅਦਾ ਹੈ
ਇਸ਼ਕ ਦਾ ਵਾਅਦਾ ਨਾ ਟੁੱਟਿਆ ਵੇ
...",Shaan,0.0239,0.692,0.87,3dWVSsAS2Wosh8R2CMLvKq,0.00281,1,0.106,-6.322,0,Insha Allah,0.0553,133.032,https://api.spotify.com/v1/tracks/3dWVSsAS2Wosh8R2CMLvKq,0.82
"घन-घनन-घनन, घन-घनन-घनन, घन-घनन-घनन
घन-घनन-घनन, घन-घनन-घनन, घन-घनन-घनन
घन-घनन-घनन, घन-घनन-घनन, घन-घनन-घनन
घन-घनन-घनन, घन-घनन-घनन, घन-घनन-घनन

घनन-घनन, घिर-घिर आए बदरा
घने, घनघोर, कारे छाए बदरा
धमक-धमक, गूँजे बदरा के डंके
चमक-चमक, देखो, बिजुरिया चमके
मन धड़काए बदरवा, मन धड़काए बदरवा
मन-मन धड़काए बदरवा

काले मेघा, काले मेघा, पानी तो बरसाओ
काले मेघा, काले मेघा, पानी तो बरसाओ
बिजुरी की तलवार नहीं बूँदों के बाण चलाओ
मेघा छाए, बरखा लाए, घिर-घिर आए, घिर के आए

कहे ये मन मचल-मचल
""ना यूँ चल सँभल-सँभल""
गए दिन बदल, तू घर से निकल
बरसने वाला है अब अमृत जल

दुविधा के दिन बीत गए, भैया, मल्हार सुनाओ

(घनन-घनन, घिर-घिर आए बदरा)
(घने, घनघोर, कारे छाए बदरा)
(धमक-धमक, गूँजे बदरा के डंके)
...",Shaan,0.426,0.607,0.562,6B3Fr3kIWOOde0dFZPNDFp,0.0,4,0.101,-9.388,0,Ghanan Ghanan,0.33,171.804,https://api.spotify.com/v1/tracks/6B3Fr3kIWOOde0dFZPNDFp,0.41
"যেতে যেতে একলা পথে
নিবেছে মোর বাতি
যেতে যেতে একলা পথে
নিবেছে মোর বাতি

ঝড় এসেছে, ওরে, ওরে
ঝড় এসেছে, ওরে, এবার
ঝড়কে পেলেম সাথী
যেতে যেতে একলা পথে
নিবেছে মোর বাতি
যেতে যেতে একলা পথে

আকাশ-কোণে সর্বনেশে
ক্ষণে ক্ষণে উঠছে হেসে
...",Shaan,0.762,0.562,0.533,4IENq5N6QLuzxfOdNaxBkn,0.0,6,0.259,-5.055,0,Jete Jete Ekla Pothe,0.0247,158.115,https://api.spotify.com/v1/tracks/4IENq5N6QLuzxfOdNaxBkn,0.591
"Hey... What's With You Baby
I Never Never Never Never Never Felt This Way Before
Hey... come A Little Closer
Baby, Baby Baby Wanna Steal Your Heart Away

Are Gore Gore Mukhde, Chand Ke Tukde
Kaali Kaali Zulfein, Neeli Neeli Aankhen
Are Gore Gore Mukhde (be My Love), Chand Ke Tukde (be My Love)
Kaali Kaali Zulfein (be My Love), Neeli Neeli Aankhen (be My Love)
Khwaab Dikhaade Raah Bhula De, Hosh Uda De Sab Ke
Chain Mita De, Tan Sulga De, Mann Mein De Masti Ghol
Rock And Roll Soniye, Dole Yeh Man Tere Liye
Rock And Roll My Darling, My Heart Dances For You
Rock And Roll Soniye, Kabhi Tu Bhi Toh Mere Sang Dol
Rock And Roll My Darling, Why Don't You Dance With Me Too

Yeh Lachkile Se Tan, Yeh Balkhate Badan
Pehle Dil Hai Maangte, Phir Maangte Hain Jaan
Yeh Rangeen Bijliyaan, Yeh Jaadu Karniyan
Dekhin Hai Sau Baar Par Hoon Aaj Bhi Hairan
...",Shaan,0.109,0.787,0.871,0W1eHrIACKah9l0Q9v611q,0.0,5,0.0426,-6.193,0,Rock N Roll Soniye,0.142,94.998,https://api.spotify.com/v1/tracks/0W1eHrIACKah9l0Q9v611q,0.831
"Dil Ne Tum Ko Chun Liya Hai
Tum Bhi Usko Chuno Na
Khwaab Koi Dekhta Hai
Tum Bhi Sapne Buno Na
Dil Ne Tum Ko Chun Liya Hai
Tum Bhi Usko Chuno Na
Khwaab Koi Dekhta Hai
Tum Bhi Sapne Buno Na
Dil Yeh Mera Tumse Kuch Keh Raha Hai
Suno Na
Dil Yeh Mera Tumse Kuch Keh Raha Hai
Suno Na
Dil Ne Tum Ko Chun Liya Hai
Tum Bhi Usko Chuno Na
Khwaab Koi Dekhta Hai
Tum Bhi Sapne Buno Na
Dil Yeh Mera Tumse Kuch Keh Raha Hai
...",Shaan,0.451,0.544,0.649,0zKtwvNQXwcKvNM21XoZtL,7.68e-05,0,0.0778,-9.785,0,Suno Na,0.0371,80.035,https://api.spotify.com/v1/tracks/0zKtwvNQXwcKvNM21XoZtL,0.415
"Tu Hi To Mere Paas Hai
Phir Yeh Kaisi Pyaas Hai
Yeh Kaisa Ehsaas Hai
Koi Bata De Mujhe
Aaj Main Hoon Aur Tum Ho Aur Mohabbat Hai
Aur Mohabbbat Hai Aur Mohabbat Hai
Main Bhi Ghoom Hoon Tum Bhi Ghoom Ho Hai Yeh Chaahat
Haan Yeh Chaahat Hai Aur Mohabbat Hai

...",Shaan,0.0748,0.504,0.571,3PD6sSNKy63RC5z03Piie9,2.73e-05,9,0.045,-8.856,0,Aur Mohabbat Hai,0.0789,78.954,https://api.spotify.com/v1/tracks/3PD6sSNKy63RC5z03Piie9,0.633
"ओ, हमदम...
ओ, हमदम, सुनियो रे
ओ, जानियाँ, सुनियो रे

ओ, जानियाँ, शाम को खिड़की से चोरी-चोरी नंगे पाँव चाँद आएगा
ओ, हमदम, सुनियो रे
ओ, जानियाँ, सुनियो रे
ओ, जानियाँ, शाम को खिड़की से चोरी-चोरी नंगे पाँव चाँद आएगा

हो, सुनियो रे
हो, जानियाँ रे
हो, सुनियो रे
हो, जानियाँ रे

धीम-धीम त-न-न, धीम त-न-न-न, ओ, गलियों से आएगा
...",Shaan,0.00722,0.814,0.477,0KdDgQgvvh7tYM3jj3n78l,0.00961,7,0.0404,-12.855,1,O Humdum Suniyo Re,0.0466,109.982,https://api.spotify.com/v1/tracks/0KdDgQgvvh7tYM3jj3n78l,0.964
"सुभान अल्लाह, सुभान अल्लाह
सुभान अल्लाह, सुभान अल्लाह
सुभान अल्लाह, सुभान अल्लाह
सुभान अल्लाह, सुभान अल्लाह

चाँद सिफ़ारिश जो करता हमारी, देता वो तुमको बता
शर्म-ओ-हया के परदे गिरा के करनी है हमको ख़ता
ज़िद है अब तो है ख़ुद को मिटाना, होना हैं तुझमें फ़ना

चाँद सिफ़ारिश जो करता हमारी, देता वो तुमको बता
...",Shaan,0.242,0.829,0.665,5EYZZvmNAH5VZCwuzYJqoA,1.75e-05,2,0.123,-8.128,1,Chand Sifarish,0.0868,122.043,https://api.spotify.com/v1/tracks/5EYZZvmNAH5VZCwuzYJqoA,0.861
"देखो-देखो, है शाम बड़ी दीवानी
धीरे-धीरे बन जाए ना कोई कहानी
देखो-देखो, है शाम बड़ी दीवानी
धीरे-धीरे बन जाए ना कोई कहानी

दिलबर हैं, दिलकश हैं, दिलदार नज़ारे हैं
आज ज़मीं पे उतरे कितने सितारे हैं

अक़्ल-ओ-होश नमी-दानम
हम हैं, दिल है और जानम
बस दीवानगी, दीवानगी, दीवानगी है

ना कोई रहज़न, ना रहबर
ये इल्ज़ाम लगे किस पर?
ओ, बस दीवानगी, दीवानगी, दीवानगी है

All hot girls, put your hands up and say
""ॐ शान्ति ॐ""
All cool boys, come on, make some noise and say
""ॐ शान्ति ॐ""

शाम ग़ज़ब कि हंगामा ख़ेज़ है
इसका नशा ही गहरा है, तेज़ है
शाम ग़ज़ब कि हंगामा ख़ेज़ है
इसका नशा ही गहरा है, तेज़ है
...",Shaan,0.0289,0.725,0.918,7emLx4rVwr0tPyjktu7A7U,5.13e-06,9,0.602,-4.875,1,Deewangi Deewangi,0.0447,107.975,https://api.spotify.com/v1/tracks/7emLx4rVwr0tPyjktu7A7U,0.927
"Jisse dhoondta hoon main har kahin
Jo kabhi mili mujhe hai nahin
Mujhe jiske pyaar par ho yakeen
Woh ladki hai kahan
Jisse sirf mujhse hi pyaar ho
Jo yeh kehne ko bhi taiyaar ho
Suno tum hi mere dildaar ho
Woh ladki hai kahan

Jo tumhaare khwaabon mein hain basi
Woh haseen murti pyaar ki
Milegi tumhe kabhi na kabhi
Zara dekho yahan wahan
Chalo dhoondte hain hum tum kahin
Woh pari woh hoor woh naazneen
Jisse dekho to kaho tum vahi
Arre yeh to hain yahan

Jaane kyoon khayaal aaya mujhe
Ke woh ladki kahin tum to nahin
Tum mein hain woh saari khubiyaan
...",Shaan,0.172,0.786,0.677,2tO0QPdCA0jgDBshTuYYkc,0.000104,8,0.0446,-8.624,1,Woh Ladki Hai Kahan,0.183,94.985,https://api.spotify.com/v1/tracks/2tO0QPdCA0jgDBshTuYYkc,0.858
"कुछ तो हुआ है कुछ हो गया है
कुछ तो हुआ है कुछ हो गया है

कुछ तो हुआ है कुछ हो गया है
कुछ तो हुआ है कुछ हो गया है
दो चार दिन से लगता है जैसे
सब कुछ अलग है सब कुछ नया है
कुछ तो हुआ है कुछ हो गया है

चीज़ें में रख के
भूल जाती हूँ
बेखयाली में गुनगुनाती हूँ
अब अकेले में मुस्कुराती हूँ
बदली हुई सी मेरी अदा है
कुछ तो हुआ है कुछ हो गया है

...",Shaan,0.128,0.674,0.661,0Kd2IhGYGYrOATgOOnDBzI,2.03e-05,7,0.283,-7.973,1,Kuch To Hua Hai,0.0618,95.967,https://api.spotify.com/v1/tracks/0Kd2IhGYGYrOATgOOnDBzI,0.458
"बिन पूछे मेरा नाम और पता, रस्मों को रख के परे
चार क़दम, बस चार क़दम चल दो ना साथ मेरे

बिन पूछे मेरा नाम और पता, रस्मों को रख के परे
चार क़दम, बस चार क़दम चल दो ना साथ मेरे

बिन कुछ कहे, बिन कुछ सुने, हाथों में हाथ लिए
चार क़दम, बस चार क़दम चल दो ना साथ मेरे
...",Shaan,0.456,0.388,0.532,0bYDMpQ94LnF38FiOlc8K9,0.0,8,0.167,-6.352,1,Chaar Kadam,0.0414,179.642,https://api.spotify.com/v1/tracks/0bYDMpQ94LnF38FiOlc8K9,0.444
,Shaan,0.0167,0.651,0.687,3FrzIfTz8mMS8Xowzu3ZUj,1.86e-05,9,0.0809,-8.674,1,Main Hoon Don,0.0445,120.015,https://api.spotify.com/v1/tracks/3FrzIfTz8mMS8Xowzu3ZUj,0.186
"Here Now Here Now, Everybody Put Your Hands Up In The Air Now... (2)
Uski Aankhon Mein Baatein, Baaton Mein Jadoo
Say Here Now Here Now
Uski Aankhon Mein Baatein, Baaton Mein Jadoo
Jadoo Mein Kho Gaye Hum Hogaye Beqabu
I Looked At You, You Looked At Me
Aur Hogayi Mushkil
And You Became My Destiny Tuhi Meri Manzil
(Dus Bahane Karke Legaye Dil Legaye Dil
Dus Bahane Karke Legaye Dil)... (2)

Here Now Here Now, Everybody Put Your Hands Up In The Air Now
...",Shaan,0.175,0.833,0.917,1vBmaijoCBoqmwc3zs5n3s,1.92e-06,7,0.109,-5.498,1,Dus Bahane,0.0597,110.001,https://api.spotify.com/v1/tracks/1vBmaijoCBoqmwc3zs5n3s,0.874
"Koi Kahe, Kehta Rahe Kitna Bhi Humko Deewana
Koi Kahe, Kehta Rahe Kitna Bhi Humko Deewana
Hum Logon Ki Thokar Mein Hai Yeh Zamaana
Jab Saaz Hai, Aawaaz Hai, Phir Kis Liye Hichkichaana
Jab Saaz Hai, Aawaaz Hai, Phir Kis Liye Hichkichaana
Oh, Gaayenge Hum Apne Dilon Ka Taraana
Bigade Duniya, Bigadne Bhi Do
Jhagade Duniya, Jhagadne Bhi Do
Lade Jo Duniya, Ladne Bhi Do, Hum Apni Dhun Mein Gaao
Duniya Roothe, Roothne Do
Bandhan Toote, Tootne Do
Koi Chhoote, Chhootne Do, Na Ghabraao
Hum Hain Naye, Andaaz Kyun Ho Puraana
Hum Hain Naye, Andaaz Kyun Ho Puraana

...",Shaan,0.00166,0.749,0.734,5zKRKQwLVBT1WDJE7XJrnm,6.48e-06,1,0.108,-7.058,1,Koi Kahe Kehta Rahe,0.0594,131.975,https://api.spotify.com/v1/tracks/5zKRKQwLVBT1WDJE7XJrnm,0.652
"तेरे नैना बड़े क़ातिल, मार ही डालेंगे
तेरे नैना बड़े क़ातिल, मार ही डालेंगे
क़ातिलाना, क़ातिलाना अदाओं से एक दिन
इस दिल को हँसाएंगे, रुलाएंगे, मार ही डालेंगे

तेरे नैना, नैना
तेरे नैना, नैना
क़ातिलाना बड़े नैना, नैना

तेरे नैना, नैना
तेरे नैना, नैना
क़ातिलाना बड़े नैना, नैना

क़ातिलाना, क़ातिलाना अदाओं से एक दिन
इस दिल को हँसाएंगे, रुलाएंगे, मार ही डालेंगे
तेरे नैना बड़े क़ातिल, मार ही डालेंगे

शरारत नैना करते हैं, तड़पना दिल को पड़ता है
ओ, धीरे-धीरे, हौले-हौले सिलसिला भी बढ़ता है
...",Shaan,0.254,0.686,0.81,3s4mXUOIzkS2hnTVCgt23f,0.0,2,0.138,-4.755,1,Tere Naina Maar Hi Daalenge,0.0399,122.993,https://api.spotify.com/v1/tracks/3s4mXUOIzkS2hnTVCgt23f,0.739
"সেই ভালো সেই ভালো
আমারে না হয় না জানো
সেই ভালো সেই ভালো
দূরে গিয়ে নয় দুঃখ দেবে
কাছে কেন লাজে লাজানো
সেই ভালো সেই ভালো

মোর বসন্তে লেগেছে তো সুর
বেণুবনছায়া হয়েছে মধুর
...",Shaan,0.702,0.435,0.544,6MZnNLaj8ICZBbj7gKsep5,0.0,10,0.185,-3.384,1,"Sei Bhalo, Sei Bhalo",0.0297,183.912,https://api.spotify.com/v1/tracks/6MZnNLaj8ICZBbj7gKsep5,0.597
"Sab mere din sab raaten

...",Shaan,0.304,0.717,0.524,7e5suVOpxQ36oZZXpgkMK2,1.89e-05,2,0.0499,-10.636,1,Kuch Naa Kaho,0.0377,94.998,https://api.spotify.com/v1/tracks/7e5suVOpxQ36oZZXpgkMK2,0.55
"মেঘ বলেছে যাব যাব
রাত বলেছে যাই
সাগর বলে কূল মিলেছে
আমি তো আর নাই
মেঘ বলেছে যাব যাব

দুঃখ বলে রইনু চুপে
তাঁহার পায়ের চিহ্নরূপে
দুঃখ বলে রইনু চুপে
তাঁহার পায়ের চিহ্নরূপে
...",Shaan,0.755,0.547,0.322,6v0kj1WsccQUtjPoOYZurZ,0.0,9,0.152,-5.942,1,Megh Bolechhe Jabo Jabo,0.0248,92.013,https://api.spotify.com/v1/tracks/6v0kj1WsccQUtjPoOYZurZ,0.411
"You're my love, my love, जान-ए-जां, you're my love, ey
You're my love, my love, जान-ए-जां, you're my love, ey
You're my love, my love, जान-ए-जां, you're my love, ey
You're my love, my love, जान-ए-जां, you're my love

You're my love, my love, जान-ए-जां, you're my love, ey
You're my love, my love, जान-ए-जां, you're my love

देखा मैंने देखा, जबसे तुझको देखा
कुछ भी ना सोचा ना समझा, दिल दे दिया रे
हो गया रे, हो गया, हाँ, इस दिल का काम रे
हो गया रे, हो गया, हाँ, दिल तेरे नाम रे

You're my love, my love, जान-ए-जां, you're my love, ey
You're my love, my love, जान-ए-जां, you're my love

माही वे, ओ मेरे माही वे
सोना-सोना, मेरा माही सोना-सोना, सोना-सोना (Alright, say)
सोना-सोना, मेरा माही सोना-सोना, सोना-सोना

...",Shaan,0.0393,0.746,0.916,6D2ZnEZ92wUFTr38YXTCL5,0.000212,5,0.12,-5.042,1,You're My Love,0.0466,109.009,https://api.spotify.com/v1/tracks/6D2ZnEZ92wUFTr38YXTCL5,0.941
"देखो-देखो, क्या वो पेड़ है?
चादर ओढ़े या खड़ा कोई?

Hey, देखो-देखो, क्या वो पेड़ है?
चादर ओढ़े या खड़ा कोई?
बारिश है या आसमान ने
छोड़ दिए हैं नल खुले कहीं

हो, हम जैसे देखें, ये जहाँ है वैसा ही
जैसी नज़र अपनी

खुल के सोचें, आओ
पंख ज़रा फैलाओ, रंग नए बिखराओ
चलो-चलो, चलो-चलो, नए ख़ाब बुन लें

सा पा (सा पा), धा रे (धा रे)
गा रे (गा रे)
गा मा पा सा (गा मा पा सा)

बम-बम-बम (बम-बम-बम)
बम-बम-बम बोले (बम-बम-बम बोले)
Hey, बम-चिक बोले (बम-चिक बोले)
अरे, मस्ती में डोले (मस्ती में डोले)

बम-बम बोले, मस्ती में डोले
बम-बम बोले, मस्ती में तू डोल रे
बम-बम बोले, मस्ती में डोले
बम-बम बोले, मस्ती में तू डोल रे

भला मछलियाँ भी क्यूँ उड़ती नहीं?
...",Shaan,0.135,0.818,0.768,5Dq7d6Y2K2CRNFm1bC3I7A,0.0,5,0.68,-7.057,1,Bum Bum Bole,0.231,120.972,https://api.spotify.com/v1/tracks/5Dq7d6Y2K2CRNFm1bC3I7A,0.445
"আমি তোমার সঙ্গে বেঁধেছি আমার প্রাণ
সুরের বাঁধনে
তুমি জানো না
আমি তোমারে পেয়েছি অজানা সাধনে

আমি তোমার সঙ্গে বেঁধেছি আমার প্রাণ
সুরের বাঁধনে

সে সাধনায় মিশিয়া যায় বকুল গন্ধ
সে সাধনায় মিলিয়া যায় কবির ছন্দ
...",Shaan,0.525,0.585,0.499,5erh9j6o7dOzSDxLnBirqK,0.0,11,0.318,-2.078,1,Aami Tomar Songe Bendhechhi,0.0256,151.878,https://api.spotify.com/v1/tracks/5erh9j6o7dOzSDxLnBirqK,0.521
"প্রাণ ভরিয়ে তৃষা হরিয়ে
মোরে আরো আরো আরো দাও প্রাণ
প্রাণ ভরিয়ে তৃষা হরিয়ে
মোরে আরো আরো আরো দাও প্রাণ
তব ভুবনে তব ভবনে
মোরে আরো আরো আরো দাও স্থান
মোরে আরো আরো আরো দাও প্রাণ
প্রাণ ভরিয়ে তৃষা হরিয়ে
মোরে আরো আরো আরো দাও প্রাণ

আরো আলো, আরো আলো
এই নয়নে, প্রভু, ঢালো
আরো আলো, আরো আলো
...",Shaan,0.53,0.589,0.701,1sMxrweIG29FJFd40UHtAr,1.08e-06,9,0.114,-2.969,1,Pran Bhoriye Trisha Horiye,0.0254,93.04,https://api.spotify.com/v1/tracks/1sMxrweIG29FJFd40UHtAr,0.779
"Dile leke dard-e-dil de gaye...
Hmmmm

Dil leke dard-e-dil de gaye
Tum jaan jaan keh ke
Meeri jaan le gaye

Hey, heey
Humse humanri pehchaan le gaye
Hmmm humse humari pehchaan legaye
Tum jaan jaan keh ke meri jaan le gaye

Humme to socha na tha
Tum yun karib aaoge
Jaane yun anjaane mein
Tum mere ban jaoge
...",Shaan,0.423,0.699,0.775,4kUvUCtoAdrYROXqof0leG,0.000235,7,0.228,-4.988,1,Dil Leke,0.0526,92.026,https://api.spotify.com/v1/tracks/4kUvUCtoAdrYROXqof0leG,0.51
"Pehle kabhi hua karti thi
Dil se meri dosti
Pehle kabhi raha karta tha
Ye dil mere paas hi
Phir hua isse jaane kya
Mujhko hui na khabar
Mera sab kuch le gaya
...",Shaan,0.711,0.691,0.738,5Sif2EoFy6jvZ31s0wsB6Y,0.0,9,0.397,-5.922,1,Chup Chup Ke,0.0865,90.033,https://api.spotify.com/v1/tracks/5Sif2EoFy6jvZ31s0wsB6Y,0.871
"మైనా మైనా గుండెల్లోనా గూడు కడితివే
మైనా మైనా మనసే దోచి మంట పెడితివే
చెప్పేయ్ పిల్లా ఏమయ్యింది చెప్పకుండ దాచొద్దే
చూపులతోటి ముళ్ళే గుచ్చి కళ్ళతోటి నవ్వొద్దే
ఈ దూరం నను కాల్చుకు తిన్నది తెలుసా తెలుసా
నువ్వేగా నా ప్రాణం అని నీకలుసా అలుసా
నువులేక ఉండనే లేను నాకోసం వస్తావా
మైనా మైనా

నిన్ను చూసి పిచ్చివాన్నైపోయా
ప్రేమలోన ఉంది ఏదో మాయ
ఆశే నువ్వంటా గుండె శ్వాసే నువ్వంటా
...",Shaan,0.149,0.759,0.72,2Xxac1rONx4MkjMeVWLeqP,0.0,7,0.194,-4.409,1,Maina Maina,0.0516,145.062,https://api.spotify.com/v1/tracks/2Xxac1rONx4MkjMeVWLeqP,0.811
"শুধু যাওয়া আসা
শুধু স্রোতে ভাসা
শুধু যাওয়া
শুধু আলো-আঁধারে
শুধু আলো-আঁধারে
কাঁদা-হাসা
শুধু যাওয়া

শুধু দেখা পাওয়া
শুধু ছুঁয়ে যাওয়া
শুধু দূরে যেতে যেতে কেঁদে চাওয়া
শুধু দেখা পাওয়া
শুধু ছুঁয়ে যাওয়া
শুধু দূরে যেতে যেতে কেঁদে চাওয়া
...",Shaan,0.647,0.498,0.486,5TVlChP4u9UUgtRlxZLDS2,0.0,9,0.173,-4.583,1,Sudhu Jaowa Asha,0.0249,86.013,https://api.spotify.com/v1/tracks/5TVlChP4u9UUgtRlxZLDS2,0.469
"Dil Kutch Kehta Hain
Lab Kutch Kehtey Hain
Behke Behke Se Hum Hote Hain
Jo Kehna Chahe
Woh Keh Bhi Jaye
Aaise Lamhe Toh
Kam Hote Hain
Pyar Mein Koi Nayi Baat Nahi
Yeh Aaisa Jo Ho Jaye
Dhunde Nigaahein Jab Har Pal Usko
Apna Dil Kho Jaye
Aankhon Mein Kyon Chehra Uska Thodasa Dhundhlaye Re
Cham Se Woh Aa Jaye Cham Se Aa Jaye
Cham Se Woh Aa Jaye Man Pe Cha Jaye
Cham Se Woh Aa Jaye Cham Se Aa Jaye

...",Shaan,0.348,0.78,0.821,3BEEIUUdYG91DUrT65IaMw,1.64e-05,1,0.078,-7.222,1,Chham Se,0.0587,104.01,https://api.spotify.com/v1/tracks/3BEEIUUdYG91DUrT65IaMw,0.9
